abate;abates;is abating:Verb
choose;chooses;is chooseing:Intransitive_Verb
chop;chops;is choping:Intransitive_Verb
chortle;chortles;is chortleing:Intransitive_Verb
Christianise;Christianises;is Christianiseing:Intransitive_Verb
Christianize;Christianizes;is Christianizeing:Intransitive_Verb
chuck in;chuck ins;is chuck ining:Intransitive_Verb
chuckle;chuckles;is chuckleing:Intransitive_Verb
chuck;chucks;is chucking:Intransitive_Verb
chuff;chuffs;is chuffing:Intransitive_Verb
chunder;chunders;is chundering:Intransitive_Verb
chunter;chunters;is chuntering:Intransitive_Verb
cicatrise;cicatrises;is cicatriseing:Intransitive_Verb
cinematize;cinematizes;is cinematizeing:Intransitive_Verb
cipher;ciphers;is ciphering:Intransitive_Verb
circumambulate;circumambulates;is circumambulateing:Intransitive_Verb
circumnutate;circumnutates;is circumnutateing:Intransitive_Verb
circumrotate;circumrotates;is circumrotateing:Intransitive_Verb
circumvolve;circumvolves;is circumvolveing:Intransitive_Verb
clabber;clabbers;is clabbering:Intransitive_Verb
clam up;clam ups;is clam uping:Intransitive_Verb
clamor;clamors;is clamoring:Intransitive_Verb
clamour;clamours;is clamouring:Intransitive_Verb
clamp down;clamp downs;is clamp downing:Intransitive_Verb
clangor;clangors;is clangoring:Intransitive_Verb
clang;clangs;is clanging:Intransitive_Verb
clank;clanks;is clanking:Intransitive_Verb
clap;claps;is claping:Intransitive_Verb
clash;clashs;is clashing:Intransitive_Verb
classicise;classicises;is classiciseing:Intransitive_Verb
classicize;classicizes;is classicizeing:Intransitive_Verb
clatter;clatters;is clattering:Intransitive_Verb
claver;clavers;is clavering:Intransitive_Verb
clear off;clear offs;is clear offing:Intransitive_Verb
clear up;clear ups;is clear uping:Intransitive_Verb
clearstarch;clearstarchs;is clearstarching:Intransitive_Verb
clear;clears;is clearing:Intransitive_Verb
cleave;cleaves;is cleaveing:Intransitive_Verb
cleck;clecks;is clecking:Intransitive_Verb
clerk;clerks;is clerking:Intransitive_Verb
click;clicks;is clicking:Intransitive_Verb
climb down;climb downs;is climb downing:Intransitive_Verb
clinch;clinchs;is clinching:Intransitive_Verb
clinker;clinkers;is clinkering:Intransitive_Verb
clink;clinks;is clinking:Intransitive_Verb
clip;clips;is cliping:Intransitive_Verb
clock off;clock offs;is clock offing:Intransitive_Verb
clock on;clock ons;is clock oning:Intransitive_Verb
clog;clogs;is cloging:Intransitive_Verb
clonk;clonks;is clonking:Intransitive_Verb
close in;close ins;is close ining:Intransitive_Verb
close with;close withs;is close withing:Intransitive_Verb
close;closes;is closeing:Intransitive_Verb
clown;clowns;is clowning:Intransitive_Verb
cluck;clucks;is clucking:Intransitive_Verb
clump;clumps;is clumping:Intransitive_Verb
clutch;clutchs;is clutching:Intransitive_Verb
clutter;clutters;is cluttering:Intransitive_Verb
clype;clypes;is clypeing:Intransitive_Verb
coact;coacts;is coacting:Intransitive_Verb
coadventure;coadventures;is coadventureing:Intransitive_Verb
coalesce;coalesces;is coalesceing:Intransitive_Verb
coast;coasts;is coasting:Intransitive_Verb
cock;cocks;is cocking:Intransitive_Verb
coexist;coexists;is coexisting:Intransitive_Verb
coffee-klatsch;coffee-klatschs;is coffee-klatsching:Intransitive_Verb
coffeehouse;coffeehouses;is coffeehouseing:Intransitive_Verb
cohabit;cohabits;is cohabiting:Intransitive_Verb
cohere;coheres;is cohereing:Intransitive_Verb
coil;coils;is coilling:Intransitive_Verb
coincide;coincides;is coincideing:Intransitive_Verb
collaborate;collaborates;is collaborateing:Intransitive_Verb
collapse;collapses;is collapseing:Intransitive_Verb
collect;collects;is collecting:Intransitive_Verb
collide;collides;is collideing:Intransitive_Verb
collude;colludes;is colludeing:Intransitive_Verb
colorcast;colorcasts;is colorcasting:Intransitive_Verb
color;colors;is coloring:Intransitive_Verb
colour;colours;is colouring:Intransitive_Verb
combat;combats;is combating:Intransitive_Verb
come about;come abouts;is come abouting:Intransitive_Verb
come across;come acrosss;is come acrossing:Intransitive_Verb
come along;come alongs;is come alonging:Intransitive_Verb
come at;come ats;is come ating:Intransitive_Verb
come away;come aways;is come awaying:Intransitive_Verb
come between;come betweens;is come betweening:Intransitive_Verb
come by;come bys;is come bying:Intransitive_Verb
come forward;come forwards;is come forwarding:Intransitive_Verb
come into;come intos;is come intoing:Intransitive_Verb
come in;come ins;is come ining:Intransitive_Verb
come off;come offs;is come offing:Intransitive_Verb
come of;come ofs;is come ofing:Intransitive_Verb
come out;come outs;is come outing:Intransitive_Verb
come over;come overs;is come overing:Intransitive_Verb
come round;come rounds;is come rounding:Intransitive_Verb
come through;come throughs;is come throughing:Intransitive_Verb
come to;come tos;is come toing:Intransitive_Verb
come upon;come upons;is come uponing:Intransitive_Verb
come up;come ups;is come uping:Intransitive_Verb
comedown;comedowns;is comedowning:Intransitive_Verb
comment;comments;is commenting:Intransitive_Verb
comminate;comminates;is comminateing:Intransitive_Verb
commune;communes;is communeing:Intransitive_Verb
communicate;communicates;is communicateing:Intransitive_Verb
commute;commutes;is commuteing:Intransitive_Verb
compare;compares;is compareing:Intransitive_Verb
compensate;compensates;is compensateing:Intransitive_Verb
compete;competes;is competeing:Intransitive_Verb
complain;complains;is complaining:Intransitive_Verb
comport;comports;is comporting:Intransitive_Verb
compose;composes;is composeing:Intransitive_Verb
compt;compts;is compting:Intransitive_Verb
computerize;computerizes;is computerizeing:Intransitive_Verb
comp;comps;is comping:Intransitive_Verb
concenter;concenters;is concentering:Intransitive_Verb
concentrate;concentrates;is concentrateing:Intransitive_Verb
conceptualise;conceptualises;is conceptualiseing:Intransitive_Verb
concertise;concertises;is concertiseing:Intransitive_Verb
concertize;concertizes;is concertizeing:Intransitive_Verb
concorporate;concorporates;is concorporateing:Intransitive_Verb
condescend;condescends;is condescending:Intransitive_Verb
condition;conditions;is conditioning:Intransitive_Verb
condole;condoles;is condoleing:Intransitive_Verb
conduce;conduces;is conduceing:Intransitive_Verb
confabulate;confabulates;is confabulateing:Intransitive_Verb
confer;confers;is confering:Intransitive_Verb
confide;confides;is confideing:Intransitive_Verb
conflict;conflicts;is conflicting:Intransitive_Verb
conform;conforms;is conformming:Intransitive_Verb
congeal;congeals;is congealling:Intransitive_Verb
congee;congees;is congeeing:Intransitive_Verb
conglobe;conglobes;is conglobeing:Intransitive_Verb
conjugate;conjugates;is conjugateing:Intransitive_Verb
conjure;conjures;is conjureing:Intransitive_Verb
conk out;conk outs;is conk outing:Intransitive_Verb
connect;connects;is connecting:Intransitive_Verb
connive;connives;is conniveing:Intransitive_Verb
consent;consents;is consenting:Intransitive_Verb
consign;consigns;is consigning:Intransitive_Verb
consist;consists;is consisting:Intransitive_Verb
consonantalize;consonantalizes;is consonantalizeing:Intransitive_Verb
consonantise;consonantises;is consonantiseing:Intransitive_Verb
consonantize;consonantizes;is consonantizeing:Intransitive_Verb
consort;consorts;is consorting:Intransitive_Verb
conspire;conspires;is conspireing:Intransitive_Verb
conster;consters;is constering:Intransitive_Verb
consubstantiate;consubstantiates;is consubstantiateing:Intransitive_Verb
consult;consults;is consulting:Intransitive_Verb
consume;consumes;is consumeing:Intransitive_Verb
contemplate;contemplates;is contemplateing:Intransitive_Verb
contemporise;contemporises;is contemporiseing:Intransitive_Verb
contend;contends;is contending:Intransitive_Verb
contract out;contract outs;is contract outing:Intransitive_Verb
contradict;contradicts;is contradicting:Intransitive_Verb
contribute;contributes;is contributeing:Intransitive_Verb
convalesce;convalesces;is convalesceing:Intransitive_Verb
convect;convects;is convecting:Intransitive_Verb
converge;converges;is convergeing:Intransitive_Verb
converse;converses;is converseing:Intransitive_Verb
convert;converts;is converting:Intransitive_Verb
convulse;convulses;is convulseing:Intransitive_Verb
cook;cooks;is cooking:Intransitive_Verb
cool out;cool outs;is cool outing:Intransitive_Verb
cooperate;cooperates;is cooperateing:Intransitive_Verb
cooper;coopers;is coopering:Intransitive_Verb
coordinate;coordinates;is coordinateing:Intransitive_Verb
coo;coos;is cooing:Intransitive_Verb
cop out;cop outs;is cop outing:Intransitive_Verb
cope;copes;is copeing:Intransitive_Verb
coprecipitate;coprecipitates;is coprecipitateing:Intransitive_Verb
copulate;copulates;is copulateing:Intransitive_Verb
corner;corners;is cornering:Intransitive_Verb
correspond;corresponds;is corresponding:Intransitive_Verb
coruscate;coruscates;is coruscateing:Intransitive_Verb
cose;coses;is coseing:Intransitive_Verb
cosher;coshers;is coshering:Intransitive_Verb
coster;costers;is costering:Intransitive_Verb
cotton on;cotton ons;is cotton oning:Intransitive_Verb
cotton to;cotton tos;is cotton toing:Intransitive_Verb
couch;couchs;is couching:Intransitive_Verb
cough;coughs;is coughing:Intransitive_Verb
count against;count againsts;is count againsting:Intransitive_Verb
count on;count ons;is count oning:Intransitive_Verb
counterfeit;counterfeits;is counterfeiting:Intransitive_Verb
counterpunch;counterpunchs;is counterpunching:Intransitive_Verb
counterreply;counterreplys;is counterreplying:Intransitive_Verb
counterstain;counterstains;is counterstaining:Intransitive_Verb
count;counts;is counting:Intransitive_Verb
couple;couples;is coupleing:Intransitive_Verb
course;courses;is courseing:Intransitive_Verb
cover;covers;is covering:Intransitive_Verb
cower;cowers;is cowering:Intransitive_Verb
cowk;cowks;is cowking:Intransitive_Verb
coze;cozes;is cozeing:Intransitive_Verb
crack down;crack downs;is crack downing:Intransitive_Verb
crack up;crack ups;is crack uping:Intransitive_Verb
crackle;crackles;is crackleing:Intransitive_Verb
crack;cracks;is cracking:Intransitive_Verb
cradle;cradles;is cradleing:Intransitive_Verb
crane;cranes;is craneing:Intransitive_Verb
crank up;crank ups;is crank uping:Intransitive_Verb
crankle;crankles;is crankleing:Intransitive_Verb
crank;cranks;is cranking:Intransitive_Verb
crap out;crap outs;is crap outing:Intransitive_Verb
crash out;crash outs;is crash outing:Intransitive_Verb
crash-dive;crash-dives;is crash-diveing:Intransitive_Verb
crash-dove;crash-doves;is crash-doveing:Intransitive_Verb
crash;crashs;is crashing:Intransitive_Verb
crawl;crawls;is crawlling:Intransitive_Verb
creak;creaks;is creaking:Intransitive_Verb
cream;creams;is creamming:Intransitive_Verb
create;creates;is createing:Intransitive_Verb
crepitate;crepitates;is crepitateing:Intransitive_Verb
crescendo;crescendos;is crescendoing:Intransitive_Verb
crest;crests;is cresting:Intransitive_Verb
crib-bite;crib-bites;is crib-biteing:Intransitive_Verb
crib-bitten;crib-bittens;is crib-bittening:Intransitive_Verb
crib-bit;crib-bits;is crib-biting:Intransitive_Verb
cricket;crickets;is cricketing:Intransitive_Verb
crimson;crimsons;is crimsoning:Intransitive_Verb
cringe;cringes;is cringeing:Intransitive_Verb
crispen;crispens;is crispening:Intransitive_Verb
criticise;criticises;is criticiseing:Intransitive_Verb
crizzle;crizzles;is crizzleing:Intransitive_Verb
croak;croaks;is croaking:Intransitive_Verb
crock;crocks;is crocking:Intransitive_Verb
crop out;crop outs;is crop outing:Intransitive_Verb
crop up;crop ups;is crop uping:Intransitive_Verb
cross-file;cross-files;is cross-fileing:Intransitive_Verb
cross-index;cross-indexs;is cross-indexing:Intransitive_Verb
cross-license;cross-licenses;is cross-licenseing:Intransitive_Verb
cross-mate;cross-mates;is cross-mateing:Intransitive_Verb
crossruff;crossruffs;is crossruffing:Intransitive_Verb
cross;crosss;is crossing:Intransitive_Verb
crouch;crouchs;is crouching:Intransitive_Verb
croup;croups;is crouping:Intransitive_Verb
crowd;crowds;is crowding:Intransitive_Verb
crow;crows;is crowing:Intransitive_Verb
cruise;cruises;is cruiseing:Intransitive_Verb
crumble;crumbles;is crumbleing:Intransitive_Verb
crumple;crumples;is crumpleing:Intransitive_Verb
crump;crumps;is crumping:Intransitive_Verb
crusade;crusades;is crusadeing:Intransitive_Verb
crush;crushs;is crushing:Intransitive_Verb
cry off;cry offs;is cry offing:Intransitive_Verb
cry out;cry outs;is cry outing:Intransitive_Verb
crystallise;crystallises;is crystalliseing:Intransitive_Verb
cry;crys;is crying:Intransitive_Verb
cuddle;cuddles;is cuddleing:Intransitive_Verb
cue-bid;cue-bids;is cue-biding:Intransitive_Verb
culminate;culminates;is culminateing:Intransitive_Verb
cure;cures;is cureing:Intransitive_Verb
curl up;curl ups;is curl uping:Intransitive_Verb
curl;curls;is curlling:Intransitive_Verb
curr;currs;is curring:Intransitive_Verb
cut across;cut acrosss;is cut acrossing:Intransitive_Verb
cut along;cut alongs;is cut alonging:Intransitive_Verb
cut in;cut ins;is cut ining:Intransitive_Verb
cut out;cut outs;is cut outing:Intransitive_Verb
cutinise;cutinises;is cutiniseing:Intransitive_Verb
cut;cuts;is cuting:Intransitive_Verb
cycle;cycles;is cycleing:Intransitive_Verb
cyclize;cyclizes;is cyclizeing:Intransitive_Verb
dabble;dabbles;is dabbleing:Intransitive_Verb
dacker;dackers;is dackering:Intransitive_Verb
daff;daffs;is daffing:Intransitive_Verb
daggle;daggles;is daggleing:Intransitive_Verb
daiker;daikers;is daikering:Intransitive_Verb
damage;damages;is damageing:Intransitive_Verb
damp off;damp offs;is damp offing:Intransitive_Verb
dance;dances;is danceing:Intransitive_Verb
dander;danders;is dandering:Intransitive_Verb
dap;daps;is daping:Intransitive_Verb
daresay;daresays;is daresaying:Intransitive_Verb
dartle;dartles;is dartleing:Intransitive_Verb
dash;dashs;is dashing:Intransitive_Verb
date;dates;is dateing:Intransitive_Verb
dawdle;dawdles;is dawdleing:Intransitive_Verb
dawn;dawns;is dawning:Intransitive_Verb
daydream;daydreams;is daydreamming:Intransitive_Verb
de-Stalinize;de-Stalinizes;is de-Stalinizeing:Intransitive_Verb
deadhead;deadheads;is deadheading:Intransitive_Verb
debouch;debouchs;is debouching:Intransitive_Verb
decamp;decamps;is decamping:Intransitive_Verb
decay;decays;is decaying:Intransitive_Verb
decease;deceases;is deceaseing:Intransitive_Verb
decide;decides;is decideing:Intransitive_Verb
declaim;declaims;is declaimming:Intransitive_Verb
declare;declares;is declareing:Intransitive_Verb
decline;declines;is declineing:Intransitive_Verb
declutch;declutchs;is declutching:Intransitive_Verb
decrepitate;decrepitates;is decrepitateing:Intransitive_Verb
dedifferentiate;dedifferentiates;is dedifferentiateing:Intransitive_Verb
deep-kiss;deep-kisss;is deep-kissing:Intransitive_Verb
deescalate;deescalates;is deescalateing:Intransitive_Verb
defalcate;defalcates;is defalcateing:Intransitive_Verb
default;defaults;is defaulting:Intransitive_Verb
defecate;defecates;is defecateing:Intransitive_Verb
defect;defects;is defecting:Intransitive_Verb
defervesce;defervesces;is defervesceing:Intransitive_Verb
degas;degass;is degasing:Intransitive_Verb
degenerate;degenerates;is degenerateing:Intransitive_Verb
dehisce;dehisces;is dehisceing:Intransitive_Verb
delabialize;delabializes;is delabializeing:Intransitive_Verb
delay;delays;is delaying:Intransitive_Verb
delight;delights;is delighting:Intransitive_Verb
deliquesce;deliquesces;is deliquesceing:Intransitive_Verb
dematerialise;dematerialises;is dematerialiseing:Intransitive_Verb
dematerialize;dematerializes;is dematerializeing:Intransitive_Verb
democratise;democratises;is democratiseing:Intransitive_Verb
demonstrate;demonstrates;is demonstrateing:Intransitive_Verb
depend;depends;is depending:Intransitive_Verb
deplane;deplanes;is deplaneing:Intransitive_Verb
deputise;deputises;is deputiseing:Intransitive_Verb
derequisition;derequisitions;is derequisitioning:Intransitive_Verb
derogate;derogates;is derogateing:Intransitive_Verb
descant;descants;is descanting:Intransitive_Verb
deserve;deserves;is deserveing:Intransitive_Verb
desist;desists;is desisting:Intransitive_Verb
despair;despairs;is despairing:Intransitive_Verb
despond;desponds;is desponding:Intransitive_Verb
despumate;despumates;is despumateing:Intransitive_Verb
desquamate;desquamates;is desquamateing:Intransitive_Verb
destroy;destroys;is destroying:Intransitive_Verb
destruct;destructs;is destructing:Intransitive_Verb
deteriorate;deteriorates;is deteriorateing:Intransitive_Verb
develope;developes;is developeing:Intransitive_Verb
deviate;deviates;is deviateing:Intransitive_Verb
devolatilise;devolatilises;is devolatiliseing:Intransitive_Verb
devolatilize;devolatilizes;is devolatilizeing:Intransitive_Verb
devolve;devolves;is devolveing:Intransitive_Verb
diagnosticate;diagnosticates;is diagnosticateing:Intransitive_Verb
dialogize;dialogizes;is dialogizeing:Intransitive_Verb
dialogue;dialogues;is dialogueing:Intransitive_Verb
dialyze;dialyzes;is dialyzeing:Intransitive_Verb
dibble;dibbles;is dibbleing:Intransitive_Verb
dice;dices;is diceing:Intransitive_Verb
dichotomise;dichotomises;is dichotomiseing:Intransitive_Verb
dicker;dickers;is dickering:Intransitive_Verb
dictate;dictates;is dictateing:Intransitive_Verb
diddle;diddles;is diddleing:Intransitive_Verb
die down;die downs;is die downing:Intransitive_Verb
die out;die outs;is die outing:Intransitive_Verb
dieback;diebacks;is diebacking:Intransitive_Verb
dieselize;dieselizes;is dieselizeing:Intransitive_Verb
differentiate;differentiates;is differentiateing:Intransitive_Verb
differ;differs;is differing:Intransitive_Verb
dig in;dig ins;is dig ining:Intransitive_Verb
digress;digresss;is digressing:Intransitive_Verb
dig;digs;is diging:Intransitive_Verb
dilate;dilates;is dilateing:Intransitive_Verb
dillydally;dillydallys;is dillydallying:Intransitive_Verb
dimerize;dimerizes;is dimerizeing:Intransitive_Verb
dimple;dimples;is dimpleing:Intransitive_Verb
dindle;dindles;is dindleing:Intransitive_Verb
dine out;dine outs;is dine outing:Intransitive_Verb
dine;dines;is dineing:Intransitive_Verb
dingo;dingos;is dingoing:Intransitive_Verb
dip out;dip outs;is dip outing:Intransitive_Verb
diphthongise;diphthongises;is diphthongiseing:Intransitive_Verb
dip;dips;is diping:Intransitive_Verb
dirl;dirls;is dirlling:Intransitive_Verb
disaccord;disaccords;is disaccording:Intransitive_Verb
disappear;disappears;is disappearing:Intransitive_Verb
disapprove;disapproves;is disapproveing:Intransitive_Verb
disarm;disarms;is disarmming:Intransitive_Verb
disbelieve;disbelieves;is disbelieveing:Intransitive_Verb
disburthen;disburthens;is disburthening:Intransitive_Verb
discharge;discharges;is dischargeing:Intransitive_Verb
discord;discords;is discording:Intransitive_Verb
discourse;discourses;is discourseing:Intransitive_Verb
discriminate;discriminates;is discriminateing:Intransitive_Verb
disembogue;disembogues;is disembogueing:Intransitive_Verb
disgregate;disgregates;is disgregateing:Intransitive_Verb
disharmonise;disharmonises;is disharmoniseing:Intransitive_Verb
disharmonize;disharmonizes;is disharmonizeing:Intransitive_Verb
disintegrate;disintegrates;is disintegrateing:Intransitive_Verb
dispart;disparts;is disparting:Intransitive_Verb
dispense;dispenses;is dispenseing:Intransitive_Verb
disport;disports;is disporting:Intransitive_Verb
dispose;disposes;is disposeing:Intransitive_Verb
dispread;dispreads;is dispreading:Intransitive_Verb
dissent;dissents;is dissenting:Intransitive_Verb
dissertate;dissertates;is dissertateing:Intransitive_Verb
dissert;disserts;is disserting:Intransitive_Verb
dissipate;dissipates;is dissipateing:Intransitive_Verb
dissolve;dissolves;is dissolveing:Intransitive_Verb
disspread;disspreads;is disspreading:Intransitive_Verb
distill;distills;is distillling:Intransitive_Verb
ditch;ditchs;is ditching:Intransitive_Verb
dither;dithers;is dithering:Intransitive_Verb
divaricate;divaricates;is divaricateing:Intransitive_Verb
diverge;diverges;is divergeing:Intransitive_Verb
divide;divides;is divideing:Intransitive_Verb
do by;do bys;is do bying:Intransitive_Verb
do for;do fors;is do foring:Intransitive_Verb
do without;do withouts;is do withouting:Intransitive_Verb
doat;doats;is doating:Intransitive_Verb
doctor;doctors;is doctoring:Intransitive_Verb
dodder;dodders;is doddering:Intransitive_Verb
dodge;dodges;is dodgeing:Intransitive_Verb
dog-paddle;dog-paddles;is dog-paddleing:Intransitive_Verb
dogmatise;dogmatises;is dogmatiseing:Intransitive_Verb
domiciliate;domiciliates;is domiciliateing:Intransitive_Verb
domineer;domineers;is domineering:Intransitive_Verb
doodle;doodles;is doodleing:Intransitive_Verb
doss;dosss;is dossing:Intransitive_Verb
dote;dotes;is doteing:Intransitive_Verb
double back;double backs;is double backing:Intransitive_Verb
double up;double ups;is double uping:Intransitive_Verb
double-clutch;double-clutchs;is double-clutching:Intransitive_Verb
double-date;double-dates;is double-dateing:Intransitive_Verb
double-declutch;double-declutchs;is double-declutching:Intransitive_Verb
double-talk;double-talks;is double-talking:Intransitive_Verb
double-time;double-times;is double-timeing:Intransitive_Verb
double;doubles;is doubleing:Intransitive_Verb
doubt;doubts;is doubting:Intransitive_Verb
down;downs;is downing:Intransitive_Verb
dowse;dowses;is dowseing:Intransitive_Verb
doze;dozes;is dozeing:Intransitive_Verb
do;dos;is doing:Intransitive_Verb
draggle;draggles;is draggleing:Intransitive_Verb
drag;drags;is draging:Intransitive_Verb
drail;drails;is drailling:Intransitive_Verb
drain;drains;is draining:Intransitive_Verb
draw in;draw ins;is draw ining:Intransitive_Verb
draw on;draw ons;is draw oning:Intransitive_Verb
draw out;draw outs;is draw outing:Intransitive_Verb
draw;draws;is drawing:Intransitive_Verb
dress;dresss;is dressing:Intransitive_Verb
dribble;dribbles;is dribbleing:Intransitive_Verb
drink;drinks;is drinking:Intransitive_Verb
drive at;drive ats;is drive ating:Intransitive_Verb
drivel;drivels;is drivelling:Intransitive_Verb
drive;drives;is driveing:Intransitive_Verb
drizzle;drizzles;is drizzleing:Intransitive_Verb
drone;drones;is droneing:Intransitive_Verb
drool;drools;is droolling:Intransitive_Verb
droop;droops;is drooping:Intransitive_Verb
drop away;drop aways;is drop awaying:Intransitive_Verb
drop off;drop offs;is drop offing:Intransitive_Verb
drop-kick;drop-kicks;is drop-kicking:Intransitive_Verb
drudge;drudges;is drudgeing:Intransitive_Verb
drumble;drumbles;is drumbleing:Intransitive_Verb
dry up;dry ups;is dry uping:Intransitive_Verb
dry-dock;dry-docks;is dry-docking:Intransitive_Verb
dry-farm;dry-farms;is dry-farmming:Intransitive_Verb
dry-sail;dry-sails;is dry-sailling:Intransitive_Verb
duck;ducks;is ducking:Intransitive_Verb
duel;duels;is duelling:Intransitive_Verb
duplicate;duplicates;is duplicateing:Intransitive_Verb
dure;dures;is dureing:Intransitive_Verb
dwell on;dwell ons;is dwell oning:Intransitive_Verb
dwine;dwines;is dwineing:Intransitive_Verb
eagle-hawk;eagle-hawks;is eagle-hawking:Intransitive_Verb
earbash;earbashs;is earbashing:Intransitive_Verb
earth;earths;is earthing:Intransitive_Verb
ear;ears;is earing:Intransitive_Verb
eat out;eat outs;is eat outing:Intransitive_Verb
ebb;ebbs;is ebbing:Intransitive_Verb
eche;eches;is echeing:Intransitive_Verb
economise;economises;is economiseing:Intransitive_Verb
ectropionize;ectropionizes;is ectropionizeing:Intransitive_Verb
editorialize;editorializes;is editorializeing:Intransitive_Verb
effervesce;effervesces;is effervesceing:Intransitive_Verb
effloresce;effloresces;is effloresceing:Intransitive_Verb
effulge;effulges;is effulgeing:Intransitive_Verb
effuse;effuses;is effuseing:Intransitive_Verb
egress;egresss;is egressing:Intransitive_Verb
Egyptianise;Egyptianises;is Egyptianiseing:Intransitive_Verb
Egyptianize;Egyptianizes;is Egyptianizeing:Intransitive_Verb
eject;ejects;is ejecting:Intransitive_Verb
elaborate;elaborates;is elaborateing:Intransitive_Verb
elapse;elapses;is elapseing:Intransitive_Verb
electioneer;electioneers;is electioneering:Intransitive_Verb
elegise;elegises;is elegiseing:Intransitive_Verb
elope;elopes;is elopeing:Intransitive_Verb
eluviate;eluviates;is eluviateing:Intransitive_Verb
emanate;emanates;is emanateing:Intransitive_Verb
embark;embarks;is embarking:Intransitive_Verb
embrittle;embrittles;is embrittleing:Intransitive_Verb
embrute;embrutes;is embruteing:Intransitive_Verb
emerge;emerges;is emergeing:Intransitive_Verb
emigrate;emigrates;is emigrateing:Intransitive_Verb
emote;emotes;is emoteing:Intransitive_Verb
empathize;empathizes;is empathizeing:Intransitive_Verb
encapsule;encapsules;is encapsuleing:Intransitive_Verb
encroach;encroachs;is encroaching:Intransitive_Verb
end up;end ups;is end uping:Intransitive_Verb
endeavor;endeavors;is endeavoring:Intransitive_Verb
endure;endures;is endureing:Intransitive_Verb
energise;energises;is energiseing:Intransitive_Verb
enflame;enflames;is enflameing:Intransitive_Verb
engage;engages;is engageing:Intransitive_Verb
enlarge;enlarges;is enlargeing:Intransitive_Verb
enlist;enlists;is enlisting:Intransitive_Verb
enolize;enolizes;is enolizeing:Intransitive_Verb
enplane;enplanes;is enplaneing:Intransitive_Verb
enroll;enrolls;is enrollling:Intransitive_Verb
ensue;ensues;is ensueing:Intransitive_Verb
enter into;enter intos;is enter intoing:Intransitive_Verb
enter;enters;is entering:Intransitive_Verb
entomologise;entomologises;is entomologiseing:Intransitive_Verb
entomologize;entomologizes;is entomologizeing:Intransitive_Verb
entrench;entrenchs;is entrenching:Intransitive_Verb
epigrammatise;epigrammatises;is epigrammatiseing:Intransitive_Verb
episcopise;episcopises;is episcopiseing:Intransitive_Verb
episcopize;episcopizes;is episcopizeing:Intransitive_Verb
epistolise;epistolises;is epistoliseing:Intransitive_Verb
epistolize;epistolizes;is epistolizeing:Intransitive_Verb
equalize;equalizes;is equalizeing:Intransitive_Verb
equate;equates;is equateing:Intransitive_Verb
equivocate;equivocates;is equivocateing:Intransitive_Verb
err;errs;is erring:Intransitive_Verb
eructate;eructates;is eructateing:Intransitive_Verb
erupt;erupts;is erupting:Intransitive_Verb
escape;escapes;is escapeing:Intransitive_Verb
estivate;estivates;is estivateing:Intransitive_Verb
etymologise;etymologises;is etymologiseing:Intransitive_Verb
euhemerise;euhemerises;is euhemeriseing:Intransitive_Verb
euphemise;euphemises;is euphemiseing:Intransitive_Verb
evanesce;evanesces;is evanesceing:Intransitive_Verb
evangelise;evangelises;is evangeliseing:Intransitive_Verb
evangelize;evangelizes;is evangelizeing:Intransitive_Verb
eventuate;eventuates;is eventuateing:Intransitive_Verb
eviscerate;eviscerates;is eviscerateing:Intransitive_Verb
excel;excels;is excelling:Intransitive_Verb
except;excepts;is excepting:Intransitive_Verb
exercise;exercises;is exerciseing:Intransitive_Verb
exeunt;exeunts;is exeunting:Intransitive_Verb
exfoliate;exfoliates;is exfoliateing:Intransitive_Verb
exhaust;exhausts;is exhausting:Intransitive_Verb
exist;exists;is existing:Intransitive_Verb
exit;exits;is exiting:Intransitive_Verb
expand;expands;is expanding:Intransitive_Verb
expatiate;expatiates;is expatiateing:Intransitive_Verb
experimentalize;experimentalizes;is experimentalizeing:Intransitive_Verb
experiment;experiments;is experimenting:Intransitive_Verb
expire;expires;is expireing:Intransitive_Verb
explode;explodes;is explodeing:Intransitive_Verb
expostulate;expostulates;is expostulateing:Intransitive_Verb
exsolve;exsolves;is exsolveing:Intransitive_Verb
extemporise;extemporises;is extemporiseing:Intransitive_Verb
extend;extends;is extending:Intransitive_Verb
extravagate;extravagates;is extravagateing:Intransitive_Verb
exuberate;exuberates;is exuberateing:Intransitive_Verb
exult;exults;is exulting:Intransitive_Verb
fable;fables;is fableing:Intransitive_Verb
factor;factors;is factoring:Intransitive_Verb
fade;fades;is fadeing:Intransitive_Verb
fadge;fadges;is fadgeing:Intransitive_Verb
faff;faffs;is faffing:Intransitive_Verb
fail;fails;is failling:Intransitive_Verb
fainaigue;fainaigues;is fainaigueing:Intransitive_Verb
faint;faints;is fainting:Intransitive_Verb
fair;fairs;is fairing:Intransitive_Verb
fall about;fall abouts;is fall abouting:Intransitive_Verb
fall among;fall amongs;is fall amonging:Intransitive_Verb
fall away;fall aways;is fall awaying:Intransitive_Verb
fall back;fall backs;is fall backing:Intransitive_Verb
fall behind;fall behinds;is fall behinding:Intransitive_Verb
fall down;fall downs;is fall downing:Intransitive_Verb
fall for;fall fors;is fall foring:Intransitive_Verb
fall in;fall ins;is fall ining:Intransitive_Verb
fall off;fall offs;is fall offing:Intransitive_Verb
fall on;fall ons;is fall oning:Intransitive_Verb
fall over;fall overs;is fall overing:Intransitive_Verb
fall through;fall throughs;is fall throughing:Intransitive_Verb
